pesquisadores_id,nomeartigo,issn,anoartigo
8ef48a8a-76e9-4663-ab70-793287b3c715,"Relevance of transportation to correlations among criticality, physical means of propagation, and distribution of dengue fever cases in the state of Bahia",00489697,2018.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"ANÁLISE DA RELAÇÃO DA CULTURA MAKER, FABLABS E ROBÓTICA EDUCACIONAL NA EDUCAÇÃO",18093957,2019.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Inteligência Artificial e Virtualização em Ambientes Virtuais de Ensino e Aprendizagem: Desafios e Perspectivas Tecnológicas,16762592,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,CATÁLOGO DE AÇÕES DA AGÊNCIA UNEB DE INOVAÇÃO DURANTE O ANO DE 2018 COM BASE NA ESTRATÉGIA NACIONAL DE CT&I DO BRASIL 2016-2022,23170026,2019.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"CENÁRIO DO GRUPO DE APOIO ÀS CRIANÇAS COM CÂNCER (GACC-BA): PROPOSTA DE UM AMBIENTE VIRTUAL COLABORATIVO COMO INSTRUMENTO DE INTERAÇÃO, PARTICIPAÇÃO E CONTRIBUIÇÃO PARA A INSTITUIÇÃO",23189584,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"PROPOSTA DE (RE)DESIGN DO AMBIENTE EDUCATIVO FORMAL UNIVERSITÁRIO PARA ESTIMULAR UMA APRENDIZAGEM PROTAGONISTA, CRIATIVA E INOVADORA",21757534,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Arquitetura da Informação Analítica para Integração de Dados da Pesquisa e Pós-Graduação: Um Estudo de Caso da Universidade do Estado da Bahia,19818920,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"FACE SHIELD FOR LIFE 3D: PRODUÇÃO COLABORATIVA, USANDO A COMUNIDADE DE MAKERS, DOS PROTETORES FACIAIS PADRÃO RC3 PARA OS PROFISSIONAIS DE SAÚDE EM SALVADOR",23170026,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,A METHOD FOR ONTOLOGY MODELING BASED ON INSTANCES CONCEPTUAL CLASSIFICATION AND FORMALIZATION,22309926,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,ROBÓTICA EDUCACIONAL: CONSTRUÇÃO DE UMA DINÂMICA A PARTIR DO ROBÔ ARDU,18093957,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Systemic arterial hypertension: treatment with Integrative and Complementary Health Practices,25253409,2020.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Programa de Ideias Inovadoras do IFBA: proposição de melhorias baseada em critérios de avaliação,23170026,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"Spatial-temporal Correlation of Dengue Fever and Climatic Variables in the City of São Paulo, Brazil",25253409,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Inteligência artificial em ambientes virtuais de ensino e aprendizagem: Uma proposta de modelo,25253409,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Dinâmica de ensino baseada em fabricação digital e PBL para apoiar os professores de psicologia na apresentação do Teste de Pirâmide Colorida Pfister / Teaching dynamics based on digital fabrication and PBL to support psychology teachers in presenting the Pfister Color Pyramid Test,25956825,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,A teoria fundamentada em dados aplicada ao campo da educação superior,25253409,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Analysis of Hydrous Ethanol Price Competitiveness after the Implementation of the Fossil Fuel Import Price Parity Policy in Brazil,20711050,2021.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Architectural design of classroom to stimulate learning in Higher Education,24112933,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,A Critical Analysis of the COVID-19 Hospitalization Network in Countries with Limited Resources,16604601,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,A Proposal for the Integration of the Energy Matrix from a Graph Theory Perspective,24112933,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"Synchronized spread of COVID-19 in the cities of Bahia, Brazil",17554365,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,An evaluation model for accessibility conditions of salvador bus stops,24112933,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"IMPRESSÃO 3D: DA PESQUISA AO SETOR PRODUTIVO Um estudo exploratório sobre sua evolução histórica, origem, tecnologias, aplicações e inovações",21788030,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Portal de Acesso às Informações das Ações das Universidades Federais em Resposta à Pandemia de Covid-19: uma análise do período pandêmico até a transição para uma pós-pandemia,23170026,2023.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Desenvolvimento sustentável: uma proposta para descarbonização de frotas de veículos,21789010,2023.0
8ef48a8a-76e9-4663-ab70-793287b3c715,APLICAÇÃO DE CONCEITOS E CRITÉRIOS DE DESEMPENHO PARA UMA SALA DE AULA INOVADORA,1981223X,2023.0
8ef48a8a-76e9-4663-ab70-793287b3c715,SAÚDE PÚBLICA: PROSPECÇÃO TECNOLÓGICA DOS REGISTROS DE SOFTWARES PARA O COMBATE A DENGUE,23166517,2022.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Mapeamento científico e tecnológico sobre Impressão 3D,15411389,2023.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Maker Culture: dissemination of knowledge and development of skills and competencies for the 21st century,00105236,2023.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Difusão e utilização de informações acadêmicas: um modelo de gestão do conhecimento para subsidiar gestores universitários,15411389,2024.0
8ef48a8a-76e9-4663-ab70-793287b3c715,"Solução para Mapeamento e Consulta das Competências dos Pesquisadores: uma arquitetura para extração, integração e consultas de informações acadêmicas",19831358,2024.0
8ef48a8a-76e9-4663-ab70-793287b3c715,Diretrizes para o planejamento de um ambiente de aprendizagem neuroarqeducativo,19887833,2023.0
