pesquisadores_id,lattes_id,nome
223d51af-1f8a-4d3b-86f0-18d12cd56470,3647413620241836,EDUARDO MANUEL JORGE
4f67d528-2d68-4b4c-84f7-1dbee06c77fa,5265452485547432,HUGO SABA FERREIRA
df64de28-a363-4ff6-85f6-9a48d1411273,1966167015825708,Hugo Saba Pereira Cardoso
8ef48a8a-76e9-4663-ab70-793287b3c715,6716225567627323,Eduardo Manuel de Freitas Jorge
